entity_id,state,last_changed
sensor.lounge_airq_sen55_temperature,26.677410086708335,2024-09-18T21:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.63142935582222,2024-09-18T22:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.650477868469448,2024-09-18T23:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.561533614483334,2024-09-19T00:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.461069923352778,2024-09-19T01:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.423343273997222,2024-09-19T02:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.32355095880278,2024-09-19T03:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.226011733683332,2024-09-19T04:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.19328723938611,2024-09-19T05:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.26880829057778,2024-09-19T06:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.189628117219446,2024-09-19T07:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.070320837338887,2024-09-19T08:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.032110058158334,2024-09-19T09:00:00.000Z
sensor.lounge_airq_sen55_temperature,27.037676868654593,2024-09-19T10:00:00.000Z
sensor.lounge_airq_sen55_temperature,28.668936677454724,2024-09-19T11:00:00.000Z
sensor.lounge_airq_sen55_temperature,27.354023205473844,2024-09-24T10:00:00.000Z
sensor.lounge_airq_sen55_temperature,27.163520122451853,2024-09-24T11:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.849835729089666,2024-09-24T14:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.434405879841396,2024-09-24T15:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.073195341617584,2024-09-24T17:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.030821924441668,2024-09-24T18:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.08749857858611,2024-09-24T19:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.286369053294447,2024-09-24T20:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.337357281388886,2024-09-24T21:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.271668763119447,2024-09-24T22:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.229293430175,2024-09-24T23:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.24434511566111,2024-09-25T00:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.228940648625,2024-09-25T01:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.18666595153333,2024-09-25T02:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.111915334658335,2024-09-25T03:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.048364611419444,2024-09-25T04:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.031844568394444,2024-09-25T05:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.119896203669445,2024-09-25T06:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.218857851205556,2024-09-25T07:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.097258087347225,2024-09-25T08:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.54,2024-09-25T16:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.624279425850002,2024-09-25T19:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.680084444730557,2024-09-25T20:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.62419909761111,2024-09-25T21:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.55344880673611,2024-09-25T22:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.550055661480556,2024-09-25T23:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.56513784834722,2024-09-26T00:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.584833442491668,2024-09-26T01:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.632663162947225,2024-09-26T02:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.664752515475,2024-09-26T03:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.623917196402775,2024-09-26T04:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.638166894141666,2024-09-26T05:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.618999737255553,2024-09-26T06:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.594361794522225,2024-09-26T07:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.633666793963886,2024-09-26T08:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.632806102880554,2024-09-26T09:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.653691280494442,2024-09-26T10:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.40106749791389,2024-09-26T11:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.218302844152777,2024-09-26T12:00:00.000Z
sensor.lounge_airq_sen55_temperature,25.82084158041667,2024-09-26T13:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.191900170069445,2024-09-26T14:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.196409962605557,2024-09-26T15:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.214349602680556,2024-09-26T16:00:00.000Z
sensor.lounge_airq_sen55_temperature,25.97174349098889,2024-09-26T17:00:00.000Z
sensor.lounge_airq_sen55_temperature,25.938735142019443,2024-09-26T18:00:00.000Z
sensor.lounge_airq_sen55_temperature,25.93366921786389,2024-09-26T19:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.32488754388611,2024-09-26T20:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.574150015516665,2024-09-26T21:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.609170117569445,2024-09-26T22:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.639530622425,2024-09-26T23:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.63330026843333,2024-09-27T00:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.636449010061114,2024-09-27T01:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.657616566855555,2024-09-27T02:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.66519205839445,2024-09-27T03:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.66869839266667,2024-09-27T04:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.746611398602777,2024-09-27T05:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.811558914813887,2024-09-27T06:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.77222143538611,2024-09-27T07:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.74629702882778,2024-09-27T08:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.77102123100555,2024-09-27T09:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.51590422580833,2024-09-27T10:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.24948761848182,2024-09-27T11:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.178849315388888,2024-09-27T12:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.13635254043889,2024-09-27T13:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.440027463360003,2024-09-27T15:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.38556383786667,2024-09-27T16:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.22884542245278,2024-09-27T17:00:00.000Z
sensor.lounge_airq_sen55_temperature,25.865653031866668,2024-09-27T18:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.04710735593333,2024-09-27T19:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.393618727516667,2024-09-27T20:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.46652464034722,2024-09-27T21:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.555969080669442,2024-09-27T22:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.508901198894446,2024-09-27T23:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.471779352675,2024-09-28T00:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.422444875511108,2024-09-28T01:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.407121254325002,2024-09-28T02:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.430555592805558,2024-09-28T03:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.453926548975,2024-09-28T04:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.44264495901389,2024-09-28T05:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.44621412548611,2024-09-28T06:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.44832682569444,2024-09-28T07:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.396044261941668,2024-09-28T08:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.484105752869443,2024-09-28T09:00:00.000Z
sensor.lounge_airq_sen55_temperature,25.870217381844444,2024-09-28T10:00:00.000Z
sensor.lounge_airq_sen55_temperature,25.607499900997222,2024-09-28T11:00:00.000Z
sensor.lounge_airq_sen55_temperature,25.5097419258,2024-09-28T12:00:00.000Z
sensor.lounge_airq_sen55_temperature,25.312053884977775,2024-09-28T13:00:00.000Z
sensor.lounge_airq_sen55_temperature,25.202197897611114,2024-09-28T14:00:00.000Z
sensor.lounge_airq_sen55_temperature,25.211198688169443,2024-09-28T15:00:00.000Z
sensor.lounge_airq_sen55_temperature,25.294426446708332,2024-09-28T16:00:00.000Z
sensor.lounge_airq_sen55_temperature,25.30384173766667,2024-09-28T17:00:00.000Z
sensor.lounge_airq_sen55_temperature,25.143743241652775,2024-09-28T18:00:00.000Z
sensor.lounge_airq_sen55_temperature,25.076817894433333,2024-09-28T19:00:00.000Z
sensor.lounge_airq_sen55_temperature,25.07153284463611,2024-09-28T20:00:00.000Z
sensor.lounge_airq_sen55_temperature,25.527960600238888,2024-09-28T21:00:00.000Z
sensor.lounge_airq_sen55_temperature,25.86251649669167,2024-09-28T22:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.18490004163333,2024-09-28T23:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.229417852430554,2024-09-29T00:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.24566630152222,2024-09-29T01:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.211809066605554,2024-09-29T02:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.138054740841667,2024-09-29T03:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.188380421077778,2024-09-29T04:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.128322301525,2024-09-29T05:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.061860212580555,2024-09-29T06:00:00.000Z
sensor.lounge_airq_sen55_temperature,25.89122684690278,2024-09-29T07:00:00.000Z
sensor.lounge_airq_sen55_temperature,25.473502241683335,2024-09-29T08:00:00.000Z
sensor.lounge_airq_sen55_temperature,25.975250920972226,2024-09-29T09:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.281643835988888,2024-09-29T10:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.481401707125002,2024-09-29T11:00:00.000Z
sensor.lounge_airq_sen55_temperature,26.645648254227776,2024-09-29T12:00:00.000Z
sensor.lounge_airq_sen55_temperature,25.6543202376,2024-09-29T13:00:00.000Z
sensor.lounge_airq_sen55_temperature,25.68720028035278,2024-09-29T14:00:00.000Z
sensor.lounge_airq_sen55_temperature,25.631411935166668,2024-09-29T15:00:00.000Z
sensor.lounge_airq_sen55_temperature,25.606361130008334,2024-09-29T16:00:00.000Z
sensor.lounge_airq_sen55_temperature,25.303221596222226,2024-09-29T17:00:00.000Z
sensor.lounge_airq_sen55_temperature,25.367178982283335,2024-09-29T18:00:00.000Z
sensor.lounge_airq_sen55_temperature,25.308736211566668,2024-09-29T19:00:00.000Z
sensor.lounge_airq_sen55_temperature,25.1377315638,2024-09-29T20:00:00.000Z
sensor.lounge_airq_sen55_temperature,24.975633948469447,2024-09-29T21:00:00.000Z
sensor.lounge_airq_sen55_temperature,24.93488043482778,2024-09-29T22:00:00.000Z
sensor.lounge_airq_sen55_temperature,24.730523656158336,2024-09-29T23:00:00.000Z
sensor.lounge_airq_sen55_temperature,24.513425101094445,2024-09-30T00:00:00.000Z
sensor.lounge_airq_sen55_temperature,24.41245222507222,2024-09-30T01:00:00.000Z
sensor.lounge_airq_sen55_temperature,24.262421145927778,2024-09-30T02:00:00.000Z
sensor.lounge_airq_sen55_temperature,24.19072409688611,2024-09-30T03:00:00.000Z
sensor.lounge_airq_sen55_temperature,24.14743128428889,2024-09-30T04:00:00.000Z
sensor.lounge_airq_sen55_temperature,24.469837031969444,2024-09-30T05:00:00.000Z
sensor.lounge_airq_sen55_temperature,24.865080243708334,2024-09-30T06:00:00.000Z
sensor.lounge_airq_sen55_temperature,24.938966951538887,2024-09-30T07:00:00.000Z
sensor.lounge_airq_sen55_temperature,25.34362206538889,2024-09-30T08:00:00.000Z
sensor.lounge_airq_sen55_temperature,25.159321439933333,2024-09-30T09:00:00.000Z
sensor.lounge_airq_sen55_temperature,25.01778614818056,2024-09-30T10:00:00.000Z
sensor.lounge_airq_sen55_temperature,24.741451909644443,2024-09-30T11:00:00.000Z
sensor.lounge_airq_sen55_temperature,24.70801621811667,2024-09-30T12:00:00.000Z
sensor.lounge_airq_sen55_temperature,24.715970337641668,2024-09-30T13:00:00.000Z
sensor.lounge_airq_sen55_temperature,24.89584825846389,2024-09-30T14:00:00.000Z
sensor.lounge_airq_sen55_temperature,24.97838199803,2024-09-30T15:00:00.000Z
